At1,At2,Class
-1.58,-0.352,b'1.0'
1.52,-1.12,b'1.0'
0.136,-1.49,b'-1.0'
0.538,-1.39,b'-1.0'
-0.503,1.35,b'-1.0'
-0.991,0.114,b'1.0'
0.675,-1.53,b'-1.0'
-0.581,-1.34,b'-1.0'
-1.38,-1.08,b'1.0'
-0.298,-0.823,b'-1.0'
0.0919,-0.154,b'1.0'
-1.01,1.21,b'-1.0'
-1.89,-0.418,b'1.0'
2.22,1.18,b'1.0'
0.0608,-1.23,b'-1.0'
0.677,1.03,b'-1.0'
0.641,1.72,b'1.0'
-0.539,0.648,b'1.0'
0.934,0.358,b'-1.0'
0.0105,-1.26,b'-1.0'
-0.86,-1.27,b'-1.0'
0.883,-1.0,b'1.0'
2.32,1.3,b'1.0'
-0.566,-1.62,b'-1.0'
-1.25,-1.14,b'1.0'
2.69,1.12,b'1.0'
-0.529,-1.22,b'-1.0'
1.39,1.52,b'1.0'
1.21,-0.132,b'-1.0'
0.126,-1.08,b'-1.0'
-0.967,1.22,b'-1.0'
-0.121,-0.498,b'1.0'
1.4,0.43,b'-1.0'
0.994,0.348,b'-1.0'
-0.193,-0.288,b'1.0'
-0.545,-1.31,b'-1.0'
1.06,-0.232,b'-1.0'
1.06,0.763,b'-1.0'
0.646,1.23,b'-1.0'
0.673,1.07,b'-1.0'
-0.512,-0.954,b'-1.0'
-0.701,1.17,b'-1.0'
-0.957,0.848,b'1.0'
-0.676,0.797,b'-1.0'
1.47,-0.0839,b'-1.0'
0.514,0.715,b'-1.0'
-0.451,-1.34,b'-1.0'
-0.484,0.615,b'1.0'
1.17,0.868,b'-1.0'
1.2,0.318,b'-1.0'
-0.795,0.276,b'1.0'
-0.000689,2.0,b'1.0'
-2.06,-0.332,b'-1.0'
1.42,-1.1,b'1.0'
1.07,0.646,b'-1.0'
-0.285,1.39,b'-1.0'
0.0524,-0.853,b'-1.0'
1.81,-0.0547,b'-1.0'
-0.379,0.638,b'1.0'
-1.14,1.16,b'-1.0'
0.878,-0.856,b'1.0'
-1.08,1.19,b'-1.0'
0.13,-0.469,b'1.0'
0.224,1.57,b'1.0'
2.13,1.16,b'1.0'
-0.604,-1.2,b'-1.0'
-0.109,-1.32,b'-1.0'
0.0803,-1.15,b'-1.0'
0.383,-0.987,b'-1.0'
0.799,-0.834,b'1.0'
0.866,0.612,b'-1.0'
0.897,0.294,b'-1.0'
2.46,1.21,b'1.0'
-0.267,1.37,b'-1.0'
2.04,-0.462,b'-1.0'
-1.17,-0.556,b'1.0'
-1.49,0.555,b'-1.0'
1.08,-1.76,b'1.0'
2.03,0.984,b'1.0'
1.17,1.28,b'-1.0'
-0.448,0.91,b'-1.0'
1.07,0.573,b'-1.0'
1.05,0.776,b'-1.0'
1.2,0.0691,b'-1.0'
-0.973,0.712,b'-1.0'
0.0399,-1.28,b'-1.0'
-0.522,0.206,b'1.0'
1.46,-1.61,b'1.0'
-0.912,1.34,b'-1.0'
-0.375,-1.39,b'-1.0'
-0.117,1.47,b'-1.0'
0.388,0.863,b'-1.0'
-1.53,0.0251,b'1.0'
1.38,1.27,b'-1.0'
0.237,-1.26,b'-1.0'
1.63,-2.16,b'1.0'
-0.148,1.6,b'-1.0'
0.159,0.586,b'1.0'
0.262,-0.538,b'1.0'
-1.83,-0.964,b'1.0'
-1.65,-0.731,b'1.0'
0.737,-0.183,b'1.0'
0.711,0.787,b'-1.0'
0.953,1.14,b'1.0'
-0.284,-1.02,b'-1.0'
1.47,-1.29,b'1.0'
-0.89,-1.18,b'1.0'
1.7,0.157,b'-1.0'
-0.451,0.723,b'1.0'
-0.499,-0.858,b'-1.0'
-0.515,0.625,b'1.0'
1.16,0.776,b'-1.0'
-1.55,-0.132,b'1.0'
-0.325,0.388,b'1.0'
0.372,-0.809,b'-1.0'
0.335,1.99,b'-1.0'
-0.595,0.625,b'1.0'
-1.03,-0.95,b'1.0'
0.452,1.95,b'1.0'
0.656,1.25,b'-1.0'
-0.872,-0.461,b'1.0'
0.425,0.0454,b'1.0'
-1.24,0.788,b'-1.0'
0.524,0.283,b'1.0'
0.83,0.692,b'-1.0'
0.347,-0.242,b'1.0'
1.29,0.622,b'-1.0'
-0.106,0.552,b'1.0'
-0.353,-0.836,b'-1.0'
-1.28,-0.00494,b'1.0'
-0.172,-0.676,b'1.0'
0.303,-1.18,b'-1.0'
0.455,-0.869,b'1.0'
-0.964,-1.17,b'-1.0'
-1.85,-0.467,b'1.0'
0.632,1.45,b'1.0'
0.552,-0.199,b'1.0'
2.14,-0.453,b'-1.0'
-0.688,0.709,b'1.0'
-0.0708,0.439,b'1.0'
0.177,-1.37,b'-1.0'
-0.135,0.136,b'1.0'
-0.288,0.385,b'1.0'
-0.974,-0.818,b'1.0'
-0.511,-0.734,b'-1.0'
0.449,0.648,b'-1.0'
-1.51,-0.193,b'1.0'
0.565,1.56,b'1.0'
1.19,0.19,b'-1.0'
-1.13,-0.622,b'1.0'
0.651,-1.08,b'-1.0'
-0.542,1.12,b'-1.0'
1.57,0.171,b'-1.0'
1.09,-0.538,b'1.0'
-0.399,1.3,b'-1.0'
1.36,-1.06,b'1.0'
0.614,-0.705,b'1.0'
0.823,-0.248,b'1.0'
0.894,-0.992,b'1.0'
-0.731,-0.906,b'-1.0'
0.017,-1.26,b'-1.0'
-0.487,-1.13,b'-1.0'
-1.03,0.277,b'1.0'
0.816,0.762,b'-1.0'
1.03,1.61,b'-1.0'
0.889,-0.566,b'1.0'
1.2,-0.944,b'1.0'
-0.375,1.36,b'-1.0'
1.46,1.69,b'1.0'
0.587,0.322,b'1.0'
0.985,1.16,b'-1.0'
1.11,-0.476,b'1.0'
1.18,-0.789,b'-1.0'
0.386,1.92,b'-1.0'
-1.29,-1.03,b'1.0'
0.921,0.3,b'-1.0'
-0.835,-1.04,b'-1.0'
-1.04,-1.42,b'-1.0'
-0.356,-1.16,b'-1.0'
0.74,0.203,b'1.0'
-0.879,-0.975,b'-1.0'
-0.603,1.3,b'-1.0'
-1.05,-0.4,b'1.0'
-0.501,-1.43,b'-1.0'
0.501,0.0251,b'1.0'
-0.55,-1.07,b'-1.0'
0.133,2.04,b'1.0'
1.5,0.541,b'-1.0'
-0.741,0.979,b'-1.0'
0.764,0.381,b'1.0'
1.02,-0.549,b'1.0'
1.23,2.19,b'-1.0'
0.4,-1.39,b'-1.0'
-0.167,-0.633,b'1.0'
0.995,-1.63,b'1.0'
0.422,2.33,b'-1.0'
0.45,1.6,b'-1.0'
0.115,1.41,b'1.0'
0.00914,0.431,b'1.0'
-0.992,1.4,b'-1.0'
-0.95,0.144,b'1.0'
0.297,-1.11,b'1.0'
0.953,0.719,b'-1.0'
-0.683,0.419,b'1.0'
0.44,-0.778,b'-1.0'
-0.785,-1.11,b'-1.0'
0.182,-0.0823,b'1.0'
1.32,-1.23,b'1.0'
-0.762,-1.11,b'-1.0'
0.977,-1.01,b'1.0'
0.395,-1.04,b'-1.0'
-1.16,1.03,b'-1.0'
0.786,0.945,b'-1.0'
-0.0267,-1.09,b'-1.0'
-1.39,1.09,b'-1.0'
1.88,-0.141,b'-1.0'
-1.81,0.0758,b'1.0'
-0.0931,1.52,b'-1.0'
-0.0677,-0.394,b'1.0'
-0.544,-0.773,b'-1.0'
0.175,-0.345,b'1.0'
-1.07,-0.456,b'1.0'
0.534,-0.763,b'1.0'
-0.737,-0.617,b'-1.0'
-0.291,-0.858,b'-1.0'
-0.753,-1.25,b'-1.0'
0.875,1.82,b'1.0'
0.518,1.41,b'-1.0'
0.0526,-1.31,b'-1.0'
-0.0198,-1.22,b'-1.0'
0.28,0.429,b'1.0'
1.19,-1.33,b'1.0'
-0.926,0.694,b'-1.0'
1.3,-1.28,b'1.0'
1.46,-1.32,b'1.0'
0.475,-0.381,b'1.0'
0.685,0.546,b'-1.0'
-1.33,-0.0457,b'1.0'
-0.943,-1.26,b'-1.0'
0.226,-1.02,b'-1.0'
0.971,0.64,b'-1.0'
0.49,-0.0477,b'1.0'
-0.343,-1.39,b'-1.0'
0.301,-0.928,b'-1.0'
0.343,-1.14,b'-1.0'
-0.625,-1.14,b'-1.0'
2.2,0.935,b'1.0'
-0.429,1.13,b'-1.0'
-0.761,-1.44,b'-1.0'
-0.409,0.349,b'1.0'
1.07,-1.38,b'1.0'
0.209,-0.455,b'1.0'
0.521,0.375,b'1.0'
0.575,1.42,b'1.0'
-1.23,-1.15,b'1.0'
1.11,0.989,b'-1.0'
-0.595,1.09,b'-1.0'
1.2,0.361,b'-1.0'
-0.629,0.809,b'1.0'
1.15,-1.01,b'1.0'
0.238,-0.551,b'1.0'
-1.02,0.409,b'1.0'
-0.0743,-1.38,b'-1.0'
0.393,1.64,b'-1.0'
-0.126,-1.67,b'-1.0'
1.14,-1.57,b'1.0'
-1.82,-0.665,b'1.0'
0.636,0.756,b'-1.0'
-1.14,0.915,b'-1.0'
-1.2,0.4,b'1.0'
1.57,-0.0786,b'-1.0'
0.196,-1.71,b'-1.0'
-1.42,0.275,b'-1.0'
1.89,-0.243,b'-1.0'
-1.64,0.767,b'-1.0'
1.1,-0.364,b'1.0'
-0.113,0.626,b'1.0'
-0.48,0.0507,b'1.0'
-0.415,-1.3,b'-1.0'
1.28,-0.341,b'1.0'
0.399,-0.594,b'1.0'
1.01,-0.205,b'1.0'
-0.4,-1.37,b'-1.0'
-0.239,-0.619,b'-1.0'
-1.53,-1.72,b'1.0'
0.0745,-0.607,b'1.0'
1.53,0.0838,b'-1.0'
2.75,1.47,b'1.0'
0.26,-1.17,b'-1.0'
1.08,1.03,b'-1.0'
-0.239,-1.17,b'-1.0'
1.09,1.21,b'-1.0'
-1.19,-1.0,b'1.0'
1.29,-0.12,b'-1.0'
0.844,-0.402,b'1.0'
0.224,1.75,b'1.0'
-1.42,1.13,b'-1.0'
1.31,-1.08,b'1.0'
-0.275,1.52,b'1.0'
0.948,1.41,b'-1.0'
-0.999,0.906,b'-1.0'
-1.63,0.279,b'1.0'
1.13,1.51,b'1.0'
1.24,0.809,b'-1.0'
0.0941,1.44,b'-1.0'
-0.636,1.72,b'-1.0'
-1.26,-0.457,b'1.0'
0.249,-1.46,b'-1.0'
-1.02,0.675,b'-1.0'
-1.77,1.01,b'-1.0'
-0.292,1.32,b'-1.0'
0.391,-1.42,b'-1.0'
0.377,1.72,b'1.0'
-0.826,-1.67,b'-1.0'
-0.528,0.296,b'1.0'
-0.00835,1.76,b'-1.0'
1.64,-0.152,b'-1.0'
0.317,-1.13,b'-1.0'
1.0,-0.0347,b'-1.0'
-2.0,-2.1,b'1.0'
0.0394,-1.35,b'-1.0'
-0.633,-1.18,b'-1.0'
0.0927,-1.02,b'-1.0'
-0.389,-1.32,b'-1.0'
0.83,1.67,b'1.0'
1.12,1.01,b'-1.0'
0.176,1.23,b'-1.0'
0.991,0.594,b'-1.0'
-0.0545,-1.45,b'-1.0'
0.927,-1.12,b'1.0'
-1.78,0.819,b'-1.0'
-0.0207,-1.14,b'-1.0'
0.915,0.611,b'-1.0'
-2.98,-0.16,b'-1.0'
-1.81,-1.21,b'1.0'
-0.0982,0.395,b'1.0'
0.98,0.766,b'-1.0'
0.47,-0.765,b'1.0'
1.41,0.9,b'-1.0'
-1.55,1.05,b'-1.0'
-1.53,0.39,b'-1.0'
0.621,1.48,b'1.0'
0.47,1.21,b'-1.0'
0.805,1.21,b'-1.0'
-1.4,-0.386,b'1.0'
-2.14,-1.59,b'1.0'
0.974,0.898,b'-1.0'
-1.16,-0.641,b'-1.0'
0.947,-0.888,b'1.0'
1.52,-0.85,b'1.0'
0.39,-1.2,b'-1.0'
-1.82,-0.899,b'1.0'
-1.42,-0.617,b'1.0'
-0.927,-0.406,b'1.0'
0.64,1.35,b'-1.0'
-0.2,-1.02,b'-1.0'
-0.0611,-1.4,b'-1.0'
-1.06,0.181,b'1.0'
1.22,0.541,b'-1.0'
-0.56,1.06,b'-1.0'
1.79,-0.834,b'-1.0'
0.362,1.59,b'-1.0'
2.55,1.4,b'1.0'
-0.248,0.514,b'1.0'
-0.908,1.26,b'-1.0'
1.91,1.37,b'1.0'
-1.35,-0.688,b'1.0'
-0.0906,2.01,b'-1.0'
0.409,0.212,b'1.0'
-0.69,-1.33,b'-1.0'
-1.51,0.213,b'1.0'
0.923,1.54,b'1.0'
-0.687,-0.458,b'1.0'
-0.928,1.55,b'-1.0'
1.01,-0.935,b'1.0'
-0.44,1.22,b'-1.0'
0.921,1.12,b'1.0'
-1.65,-2.05,b'1.0'
-1.57,-0.772,b'1.0'
2.32,1.32,b'1.0'
-0.64,-0.238,b'1.0'
1.21,-0.271,b'-1.0'
0.484,1.04,b'-1.0'
1.26,-0.25,b'-1.0'
-0.659,-1.27,b'-1.0'
0.0558,1.88,b'-1.0'
-1.7,-0.087,b'-1.0'
0.739,0.673,b'-1.0'
0.67,0.784,b'-1.0'
0.592,0.235,b'1.0'
-1.64,-1.91,b'1.0'
-1.74,-0.521,b'1.0'
-2.1,-1.06,b'1.0'
0.487,1.33,b'-1.0'
-0.772,-1.38,b'-1.0'
-0.856,-0.664,b'1.0'
0.0844,1.72,b'1.0'
-0.792,-0.132,b'1.0'
-0.954,0.848,b'-1.0'
-1.39,-1.35,b'1.0'
1.4,0.855,b'-1.0'
1.3,1.04,b'-1.0'
0.299,-0.819,b'-1.0'
-1.1,-1.13,b'-1.0'
1.03,-1.12,b'1.0'
-1.3,-0.811,b'1.0'
-0.178,-1.15,b'-1.0'
2.05,-0.105,b'-1.0'
-1.38,0.0973,b'1.0'
-1.01,-1.23,b'-1.0'
0.534,2.15,b'-1.0'
0.388,-0.0851,b'1.0'
0.484,1.04,b'-1.0'
0.646,0.778,b'-1.0'
-1.3,0.867,b'-1.0'
-1.38,-0.149,b'1.0'
-1.02,0.849,b'-1.0'
0.0971,1.58,b'1.0'
0.606,1.77,b'1.0'
0.129,1.52,b'-1.0'
0.689,-0.506,b'1.0'
-0.811,-1.15,b'-1.0'
0.318,1.82,b'1.0'
1.89,1.34,b'1.0'
0.326,1.45,b'-1.0'
-0.655,-1.44,b'-1.0'
1.85,1.61,b'1.0'
1.15,1.49,b'1.0'
0.261,0.214,b'1.0'
-0.108,-0.793,b'1.0'
-1.08,-1.39,b'-1.0'
0.342,-0.701,b'-1.0'
-0.0615,0.299,b'1.0'
0.905,-0.994,b'1.0'
0.318,0.621,b'1.0'
0.851,0.598,b'-1.0'
-0.66,1.41,b'-1.0'
0.908,0.127,b'-1.0'
1.18,1.36,b'1.0'
0.999,0.811,b'-1.0'
-1.04,-0.0359,b'1.0'
-0.492,0.124,b'1.0'
0.409,-1.15,b'-1.0'
1.31,0.936,b'-1.0'
1.23,-1.4,b'1.0'
-1.82,-1.78,b'1.0'
-0.0723,-0.428,b'1.0'
-0.0681,-1.24,b'-1.0'
-0.96,0.644,b'-1.0'
0.974,-1.47,b'1.0'
0.0292,-1.21,b'-1.0'
-0.852,1.32,b'-1.0'
-0.777,1.22,b'-1.0'
-0.379,-1.6,b'-1.0'
0.896,0.363,b'1.0'
2.59,1.16,b'1.0'
-0.489,-1.13,b'-1.0'
-1.12,-0.297,b'1.0'
1.03,0.766,b'-1.0'
-0.621,0.425,b'1.0'
-0.537,-0.223,b'1.0'
1.85,-0.377,b'-1.0'
-0.0434,-0.442,b'1.0'
0.856,0.669,b'-1.0'
-0.219,0.128,b'1.0'
1.28,-0.588,b'-1.0'
-0.999,1.2,b'-1.0'
-0.834,-1.36,b'-1.0'
0.3,-1.18,b'-1.0'
1.05,-1.05,b'1.0'
-0.0203,-1.42,b'-1.0'
-0.157,1.84,b'-1.0'
0.208,-0.427,b'1.0'
-0.21,1.35,b'-1.0'
-1.51,-0.196,b'1.0'
1.46,-0.14,b'-1.0'
-0.78,-1.52,b'-1.0'
-0.00816,-1.38,b'-1.0'
-0.591,-1.08,b'-1.0'
-0.0202,-1.26,b'-1.0'
0.288,1.62,b'-1.0'
-1.51,0.384,b'-1.0'
-1.15,-0.508,b'1.0'
0.245,-0.681,b'-1.0'
0.757,-0.208,b'1.0'
-0.242,-1.47,b'-1.0'
1.01,1.21,b'1.0'
0.651,0.744,b'-1.0'
1.4,0.746,b'-1.0'
0.0426,-1.18,b'-1.0'
-1.67,0.809,b'-1.0'
-0.232,0.626,b'1.0'
-1.74,-1.83,b'1.0'
-0.31,-1.27,b'-1.0'
0.0968,0.589,b'1.0'
-0.202,1.64,b'-1.0'
0.15,0.442,b'1.0'
-0.82,-1.04,b'-1.0'
-0.804,0.687,b'-1.0'
0.148,1.26,b'-1.0'
0.832,-1.29,b'1.0'
0.577,0.628,b'-1.0'
-1.19,-1.14,b'1.0'
1.63,-0.539,b'-1.0'
0.289,0.598,b'1.0'
-0.679,0.536,b'1.0'
-1.78,-1.07,b'1.0'
0.277,-0.324,b'1.0'
-0.128,-1.14,b'-1.0'
0.613,-0.211,b'1.0'
0.468,0.986,b'-1.0'
0.295,-1.36,b'-1.0'
0.563,0.661,b'-1.0'
0.407,1.8,b'-1.0'
-0.744,-0.415,b'1.0'
0.203,0.617,b'1.0'
0.0169,-1.22,b'-1.0'
-0.295,-1.22,b'-1.0'
-1.01,-1.65,b'-1.0'
0.851,0.95,b'-1.0'
1.49,1.59,b'1.0'
-0.658,0.554,b'1.0'
-1.29,-1.14,b'1.0'
-1.61,-0.364,b'1.0'
-0.738,1.01,b'-1.0'
-1.45,-0.0697,b'1.0'
-1.5,-0.39,b'1.0'
-1.1,-1.24,b'-1.0'
-0.921,0.894,b'1.0'
-0.0633,-0.699,b'-1.0'
0.31,0.57,b'1.0'
1.12,-0.422,b'-1.0'
-1.08,0.989,b'-1.0'
0.686,1.2,b'-1.0'
-0.135,-1.12,b'-1.0'
-0.243,1.76,b'1.0'
0.812,-0.751,b'1.0'
0.477,0.791,b'-1.0'
-0.838,0.644,b'1.0'
-0.711,-1.13,b'-1.0'
-0.269,-1.47,b'-1.0'
1.18,-0.917,b'1.0'
1.03,-0.209,b'-1.0'
-0.599,-0.521,b'1.0'
1.26,-1.57,b'1.0'
-1.2,0.92,b'-1.0'
0.0538,-1.01,b'-1.0'
0.247,-1.28,b'-1.0'
-1.37,0.15,b'1.0'
1.21,0.197,b'-1.0'
-0.431,-0.346,b'1.0'
1.93,0.165,b'-1.0'
0.883,0.106,b'1.0'
-0.206,-0.0207,b'1.0'
1.24,0.608,b'-1.0'
0.262,-1.16,b'-1.0'
1.02,0.72,b'-1.0'
-0.384,-0.397,b'1.0'
-0.803,-1.21,b'-1.0'
0.677,0.964,b'-1.0'
-0.148,-1.37,b'-1.0'
0.355,2.08,b'-1.0'
-0.811,-1.21,b'-1.0'
1.16,0.598,b'-1.0'
-1.05,-0.832,b'1.0'
-0.326,0.168,b'1.0'
-0.372,-1.38,b'-1.0'
1.13,1.38,b'1.0'
0.331,0.185,b'1.0'
1.67,-1.77,b'1.0'
-0.00621,1.56,b'-1.0'
0.166,-0.33,b'1.0'
0.847,-0.61,b'1.0'
0.68,0.739,b'-1.0'
-0.411,-1.41,b'-1.0'
-0.917,-1.08,b'-1.0'
0.956,0.558,b'1.0'
-2.11,-1.51,b'1.0'
-0.0791,-1.38,b'-1.0'
0.329,1.11,b'-1.0'
0.0545,2.0,b'-1.0'
0.451,-1.23,b'-1.0'
-1.44,-0.775,b'1.0'
0.841,-0.0776,b'1.0'
0.829,1.56,b'-1.0'
-1.64,-0.121,b'1.0'
0.0291,-1.12,b'-1.0'
0.823,1.04,b'-1.0'
-1.55,-0.744,b'1.0'
0.196,-0.779,b'-1.0'
1.16,0.654,b'-1.0'
0.35,1.22,b'-1.0'
0.487,1.45,b'-1.0'
0.811,-1.65,b'1.0'
-1.53,-0.665,b'1.0'
-1.39,-0.118,b'1.0'
-2.13,0.678,b'-1.0'
-1.8,-1.62,b'1.0'
-0.182,-1.54,b'-1.0'
0.569,0.481,b'1.0'
-0.463,-1.01,b'-1.0'
0.311,1.68,b'-1.0'
0.923,-1.02,b'1.0'
0.388,1.72,b'-1.0'
1.52,0.356,b'-1.0'
-1.03,1.31,b'-1.0'
0.637,1.55,b'1.0'
-0.122,-1.14,b'-1.0'
0.258,-0.85,b'-1.0'
-0.581,1.36,b'-1.0'
-1.78,-0.582,b'1.0'
1.09,0.6,b'-1.0'
1.17,0.426,b'-1.0'
-0.419,1.4,b'-1.0'
0.932,0.501,b'-1.0'
-0.132,0.954,b'-1.0'
-2.04,-0.584,b'1.0'
0.218,1.32,b'-1.0'
0.747,-1.05,b'1.0'
1.32,-0.311,b'1.0'
-0.72,-1.39,b'-1.0'
1.44,-0.0447,b'-1.0'
2.03,1.32,b'1.0'
-0.654,-1.02,b'-1.0'
-1.66,0.835,b'-1.0'
-0.515,0.976,b'-1.0'
-0.851,0.405,b'1.0'
-0.231,-0.75,b'-1.0'
0.271,-1.28,b'-1.0'
-0.335,-0.81,b'-1.0'
0.981,0.26,b'1.0'
-1.25,-0.576,b'1.0'
-0.849,-0.187,b'1.0'
-0.483,1.16,b'-1.0'
0.472,0.0979,b'1.0'
0.247,-0.9,b'-1.0'
-0.651,-0.159,b'1.0'
-0.278,-1.32,b'-1.0'
1.43,0.57,b'-1.0'
-0.473,0.085,b'1.0'
0.251,0.171,b'1.0'
-1.77,0.457,b'-1.0'
1.03,0.252,b'1.0'
-0.552,-1.18,b'-1.0'
0.91,0.665,b'-1.0'
-0.431,1.21,b'-1.0'
1.41,0.258,b'-1.0'
-0.579,0.79,b'-1.0'
-0.383,-1.04,b'-1.0'
-0.833,-1.23,b'-1.0'
-2.13,-0.347,b'1.0'
-0.975,0.725,b'-1.0'
0.139,-0.762,b'-1.0'
-0.847,-0.213,b'1.0'
-0.106,-1.14,b'-1.0'
1.22,-0.106,b'-1.0'
-0.555,-1.02,b'-1.0'
-0.851,0.681,b'-1.0'
-0.401,-1.17,b'-1.0'
-0.11,-0.372,b'1.0'
-0.425,0.996,b'1.0'
1.22,-0.607,b'1.0'
0.707,0.948,b'-1.0'
0.101,1.93,b'1.0'
-0.316,0.177,b'1.0'
-1.06,0.665,b'-1.0'
-0.896,0.207,b'1.0'
-0.381,1.41,b'-1.0'
0.915,-1.27,b'1.0'
1.24,0.31,b'-1.0'
2.44,1.37,b'1.0'
-0.0819,1.64,b'-1.0'
-1.48,0.74,b'-1.0'
0.4,1.68,b'1.0'
1.25,1.2,b'1.0'
-0.957,1.0,b'-1.0'
-0.153,-1.15,b'-1.0'
-1.98,0.345,b'-1.0'
-0.675,1.18,b'-1.0'
-1.39,-0.474,b'1.0'
-1.07,0.256,b'1.0'
-0.357,-0.944,b'-1.0'
-0.35,-1.49,b'-1.0'
-0.747,-0.72,b'-1.0'
0.84,-0.176,b'1.0'
-1.5,-1.22,b'1.0'
-0.294,-1.54,b'-1.0'
1.22,-1.58,b'1.0'
2.25,1.21,b'1.0'
0.75,1.92,b'1.0'
-0.472,-0.0198,b'1.0'
0.833,-0.593,b'1.0'
0.423,1.74,b'1.0'
-1.49,0.738,b'-1.0'
-0.855,-1.33,b'-1.0'
0.325,-0.0325,b'1.0'
0.0526,1.42,b'-1.0'
1.72,-0.793,b'-1.0'
-1.43,-0.546,b'1.0'
0.427,1.99,b'-1.0'
-1.48,-1.23,b'1.0'
-1.19,-0.638,b'1.0'
-1.07,0.00513,b'1.0'
1.98,0.417,b'-1.0'
-0.264,0.0571,b'1.0'
-0.0143,1.55,b'-1.0'
0.408,0.0179,b'1.0'
-0.952,0.000432,b'1.0'
0.667,1.92,b'1.0'
-0.945,-0.639,b'1.0'
-0.387,0.104,b'1.0'
-0.633,-0.698,b'1.0'
-0.583,-1.35,b'-1.0'
-0.692,0.759,b'1.0'
-0.935,0.321,b'1.0'
0.544,1.22,b'-1.0'
0.0745,1.78,b'-1.0'
0.465,0.283,b'1.0'
-0.987,-0.814,b'1.0'
1.24,0.79,b'-1.0'
-0.427,-0.485,b'1.0'
0.708,0.961,b'-1.0'
-0.502,1.84,b'1.0'
1.32,-0.331,b'1.0'
0.454,1.48,b'1.0'
0.321,0.299,b'1.0'
-1.92,-1.5,b'1.0'
-1.33,0.719,b'-1.0'
-0.803,1.25,b'-1.0'
-0.265,1.28,b'-1.0'
-1.59,0.913,b'-1.0'
-1.23,-0.703,b'1.0'
-1.46,1.2,b'-1.0'
1.44,0.358,b'-1.0'
1.07,0.441,b'-1.0'
-0.139,-1.26,b'-1.0'
-0.632,1.35,b'-1.0'
-0.949,1.0,b'-1.0'
2.34,1.16,b'1.0'
-0.0753,0.267,b'1.0'
-0.179,-0.0492,b'1.0'
1.8,1.32,b'1.0'
-0.142,0.231,b'1.0'
1.19,-0.278,b'-1.0'
-0.924,-0.102,b'1.0'
1.35,0.472,b'-1.0'
0.151,0.322,b'1.0'
-0.616,0.413,b'1.0'
-0.779,-1.04,b'-1.0'
0.347,0.414,b'1.0'
0.745,0.366,b'-1.0'
-0.0187,-1.55,b'-1.0'
0.168,-1.06,b'-1.0'
-2.6,0.217,b'-1.0'
-0.228,-1.06,b'-1.0'
-1.06,-0.881,b'-1.0'
0.325,0.213,b'1.0'
0.926,-1.17,b'1.0'
0.479,1.48,b'-1.0'
0.0109,-0.378,b'1.0'
-0.445,-1.24,b'-1.0'
0.89,0.864,b'-1.0'
-0.115,-0.719,b'-1.0'
1.05,-0.96,b'1.0'
1.21,0.227,b'-1.0'
0.105,-0.208,b'1.0'
0.514,1.52,b'-1.0'
-0.644,-0.78,b'-1.0'
0.63,-1.23,b'-1.0'
0.558,-1.06,b'1.0'
-1.57,0.679,b'-1.0'
0.962,0.851,b'-1.0'
-0.588,-1.35,b'-1.0'
1.08,0.378,b'-1.0'
1.96,1.31,b'1.0'
-0.0685,0.931,b'-1.0'
-0.0253,0.0742,b'1.0'
0.552,-0.244,b'1.0'
0.95,-0.0297,b'1.0'
-0.298,0.158,b'1.0'
-0.279,-1.25,b'-1.0'
1.05,-0.23,b'-1.0'
1.27,-0.573,b'1.0'
-0.292,-0.224,b'1.0'
-0.174,-0.478,b'1.0'
1.72,-0.471,b'-1.0'
-0.862,1.01,b'-1.0'
-0.383,-1.26,b'-1.0'
-0.953,1.06,b'-1.0'
-1.24,1.14,b'-1.0'
-1.11,1.1,b'-1.0'
-1.58,0.272,b'-1.0'
-1.66,0.75,b'-1.0'
-0.364,1.7,b'1.0'
-1.4,-0.107,b'1.0'
0.171,2.11,b'1.0'
-1.75,0.318,b'-1.0'
-0.99,0.231,b'1.0'
1.2,-0.778,b'1.0'
0.57,1.42,b'-1.0'
0.802,1.21,b'-1.0'
1.25,-0.202,b'-1.0'
0.941,1.16,b'-1.0'
-0.163,-0.759,b'-1.0'
1.36,0.86,b'-1.0'
1.25,0.555,b'-1.0'
1.18,0.204,b'-1.0'
-0.459,-1.11,b'-1.0'
1.66,0.239,b'-1.0'
-1.05,0.966,b'-1.0'
-0.334,1.63,b'-1.0'
-0.593,-1.58,b'-1.0'
-0.974,1.05,b'-1.0'
-1.96,0.445,b'-1.0'
0.361,0.931,b'-1.0'
1.35,-0.461,b'-1.0'
0.0727,-1.46,b'-1.0'
-0.956,-1.61,b'-1.0'
2.34,1.64,b'1.0'
-1.45,-0.167,b'1.0'
-1.83,-0.746,b'1.0'
-0.971,-0.906,b'1.0'
-0.813,-1.23,b'-1.0'
0.482,-0.653,b'1.0'
-0.14,-0.694,b'1.0'
0.56,-1.02,b'-1.0'
-0.693,1.28,b'-1.0'
0.358,-0.887,b'1.0'
1.8,1.36,b'1.0'
-0.666,-1.1,b'-1.0'
-0.239,-1.42,b'-1.0'
1.14,-0.286,b'1.0'
-0.315,-1.3,b'-1.0'
-0.153,1.97,b'1.0'
0.589,0.714,b'-1.0'
2.47,1.12,b'1.0'
0.605,1.28,b'-1.0'
-1.21,1.19,b'-1.0'
-0.704,1.46,b'-1.0'
